claw length cm,endangered,size cm,specie,sub specie,tail length cm,weight kg
7.297,vulnerable,63.194,three toed,Maned three toed sloth,5.059,5.772
8.459,vulnerable,63.871,three toed,Maned three toed sloth,5.24,4.828
7.715,vulnerable,62.709,three toed,Maned three toed sloth,5.162,4.368
7.758,vulnerable,65.701,three toed,Maned three toed sloth,5.385,6.319
7.215,vulnerable,63.814,three toed,Maned three toed sloth,5.422,6.46
8.997,vulnerable,62.35,three toed,Maned three toed sloth,3.767,6.439
8.769,vulnerable,63.018,three toed,Maned three toed sloth,4.494,6.665
7.973,vulnerable,61.903,three toed,Maned three toed sloth,4.718,7.079
6.749,vulnerable,63.106,three toed,Maned three toed sloth,3.416,5.829
6.005,vulnerable,64.841,three toed,Maned three toed sloth,3.863,4.632
6.68,vulnerable,63.835,three toed,Maned three toed sloth,4.69,7.295
7.324,vulnerable,61.995,three toed,Maned three toed sloth,5.34,5.608
6.602,vulnerable,62.025,three toed,Maned three toed sloth,6.266,7.291
6.878,vulnerable,65.231,three toed,Maned three toed sloth,5.506,4.977
10.129,vulnerable,63.701,three toed,Maned three toed sloth,4.97,4.788
7.477,vulnerable,61.589,three toed,Maned three toed sloth,4.921,6.119
8.916,vulnerable,64.102,three toed,Maned three toed sloth,4.436,7.551
7.552,vulnerable,64.627,three toed,Maned three toed sloth,4.559,6.659
6.56,vulnerable,64.43,three toed,Maned three toed sloth,5.109,5.209
7.692,vulnerable,63.042,three toed,Maned three toed sloth,4.008,5.16
6.106,vulnerable,63.692,three toed,Maned three toed sloth,7.458,5.96
9.388,vulnerable,63.418,three toed,Maned three toed sloth,5.632,4.57
8.722,vulnerable,64.926,three toed,Maned three toed sloth,4.625,7.482
9.257,vulnerable,64.876,three toed,Maned three toed sloth,4.895,6.266
7.998,vulnerable,64.637,three toed,Maned three toed sloth,7.774,7.124
7.898,vulnerable,61.238,three toed,Maned three toed sloth,3.078,4.985
6.411,vulnerable,64.025,three toed,Maned three toed sloth,4.07,4.056
7.831,vulnerable,63.953,three toed,Maned three toed sloth,3.835,4.661
6.249,vulnerable,62.934,three toed,Maned three toed sloth,4.254,6.236
7.252,vulnerable,62.93,three toed,Maned three toed sloth,5.532,6.287
7.113,vulnerable,63.059,three toed,Maned three toed sloth,4.411,6.553
8.391,vulnerable,63.367,three toed,Maned three toed sloth,3.113,4.384
6.997,vulnerable,62.554,three toed,Maned three toed sloth,3.773,5.522
7.537,vulnerable,63.452,three toed,Maned three toed sloth,6.1,4.235
7.813,vulnerable,62.764,three toed,Maned three toed sloth,4.572,4.718
7.86,vulnerable,63.164,three toed,Maned three toed sloth,7.401,6.035
8.463,vulnerable,62.109,three toed,Maned three toed sloth,6.179,6.017
7.526,vulnerable,64.741,three toed,Maned three toed sloth,4.681,5.098
7.563,vulnerable,63.918,three toed,Maned three toed sloth,4.882,6.34
8.192,vulnerable,63.859,three toed,Maned three toed sloth,6.606,5.093
7.109,vulnerable,63.13,three toed,Maned three toed sloth,6.539,5.502
7.51,vulnerable,61.77,three toed,Maned three toed sloth,4.534,7.22
5.507,vulnerable,65.896,three toed,Maned three toed sloth,5.648,4.755
8.369,vulnerable,63.429,three toed,Maned three toed sloth,6.051,5.091
7.254,vulnerable,64.543,three toed,Maned three toed sloth,4.222,5.434
7.955,vulnerable,63.163,three toed,Maned three toed sloth,5.981,6.749
8.434,vulnerable,63.55,three toed,Maned three toed sloth,5.154,6.314
5.812,vulnerable,63.169,three toed,Maned three toed sloth,5.644,5.664
7.166,vulnerable,63.461,three toed,Maned three toed sloth,5.061,4.978
6.722,vulnerable,63.142,three toed,Maned three toed sloth,3.944,3.713
6.741,vulnerable,63.827,three toed,Maned three toed sloth,4.438,6.899
5.724,vulnerable,63.135,three toed,Maned three toed sloth,4.628,5.63
7.13,vulnerable,64.164,three toed,Maned three toed sloth,2.333,6.965
8.364,vulnerable,60.734,three toed,Maned three toed sloth,4.628,7.694
6.787,vulnerable,64.107,three toed,Maned three toed sloth,3.855,5.661
7.092,vulnerable,63.309,three toed,Maned three toed sloth,5.028,5.418
6.811,vulnerable,63.315,three toed,Maned three toed sloth,4.655,3.73
6.529,vulnerable,63.272,three toed,Maned three toed sloth,3.951,5.897
6.877,vulnerable,63.149,three toed,Maned three toed sloth,5.864,5.572
8.752,vulnerable,62.978,three toed,Maned three toed sloth,4.458,6.843
7.062,vulnerable,63.823,three toed,Maned three toed sloth,3.374,3.19
6.853,vulnerable,64.025,three toed,Maned three toed sloth,5.411,6.584
6.571,vulnerable,64.153,three toed,Maned three toed sloth,4.259,6.496
7.791,vulnerable,63.858,three toed,Maned three toed sloth,4.114,6.843
7.468,vulnerable,63.72,three toed,Maned three toed sloth,5.704,6.8
6.913,vulnerable,64.146,three toed,Maned three toed sloth,6.375,5.32
6.758,vulnerable,65.289,three toed,Maned three toed sloth,5.042,6.842
6.941,vulnerable,64.108,three toed,Maned three toed sloth,6.649,6.355
7.217,vulnerable,62.722,three toed,Maned three toed sloth,5.56,7.223
8.467,vulnerable,63.385,three toed,Maned three toed sloth,4.704,6.323
5.521,vulnerable,62.737,three toed,Maned three toed sloth,5.341,5.034
5.842,vulnerable,62.883,three toed,Maned three toed sloth,4.999,6.773
6.552,vulnerable,62.148,three toed,Maned three toed sloth,4.908,6.934
9.122,vulnerable,63.822,three toed,Maned three toed sloth,3.203,6.349
7.959,vulnerable,62.326,three toed,Maned three toed sloth,5.193,5.693
8.089,vulnerable,62.391,three toed,Maned three toed sloth,5.673,6.023
7.874,vulnerable,64.111,three toed,Maned three toed sloth,7.051,4.772
8.18,vulnerable,61.834,three toed,Maned three toed sloth,5.576,6.441
7.704,vulnerable,63.203,three toed,Maned three toed sloth,3.619,5.758
7.049,vulnerable,63.497,three toed,Maned three toed sloth,3.254,5.487
9.006,vulnerable,63.919,three toed,Maned three toed sloth,2.994,6.642
7.324,vulnerable,63.008,three toed,Maned three toed sloth,2.431,6.297
7.641,vulnerable,61.96,three toed,Maned three toed sloth,5.485,6.031
6.881,vulnerable,63.58,three toed,Maned three toed sloth,3.834,4.065
6.844,vulnerable,63.239,three toed,Maned three toed sloth,6.683,7.037
7.126,vulnerable,63.788,three toed,Maned three toed sloth,4.997,7.132
7.079,vulnerable,63.497,three toed,Maned three toed sloth,3.971,4.945
8.068,vulnerable,62.599,three toed,Maned three toed sloth,4.841,4.938
6.829,vulnerable,63.826,three toed,Maned three toed sloth,6.217,3.867
5.934,vulnerable,63.276,three toed,Maned three toed sloth,4.224,6.355
7.17,vulnerable,61.929,three toed,Maned three toed sloth,5.176,5.628
7.778,vulnerable,64.323,three toed,Maned three toed sloth,3.471,6.89
6.562,vulnerable,63.397,three toed,Maned three toed sloth,4.435,5.807
7.282,vulnerable,62.311,three toed,Maned three toed sloth,4.588,7.191
7.878,vulnerable,61.963,three toed,Maned three toed sloth,4.906,4.997
7.647,vulnerable,64.693,three toed,Maned three toed sloth,5.178,4.762
6.776,vulnerable,64.748,three toed,Maned three toed sloth,5.314,5.45
5.721,vulnerable,63.922,three toed,Maned three toed sloth,3.876,5.791
8.919,vulnerable,61.831,three toed,Maned three toed sloth,5.552,5.445
7.854,vulnerable,63.937,three toed,Maned three toed sloth,4.761,7.604
7.547,vulnerable,65.58,three toed,Maned three toed sloth,4.405,6.212
8.77,vulnerable,63.965,three toed,Maned three toed sloth,7.979,6.53
6.11,vulnerable,63.558,three toed,Maned three toed sloth,5.209,5.906
7.04,vulnerable,62.68,three toed,Maned three toed sloth,5.41,5.931
9.819,vulnerable,64.008,three toed,Maned three toed sloth,2.712,5.56
6.055,vulnerable,63.894,three toed,Maned three toed sloth,2.838,7.158
8.015,vulnerable,62.666,three toed,Maned three toed sloth,4.232,6.812
7.865,vulnerable,64.219,three toed,Maned three toed sloth,4.194,5.658
9.28,vulnerable,63.131,three toed,Maned three toed sloth,5.159,5.409
8.328,vulnerable,65.036,three toed,Maned three toed sloth,3.497,4.018
6.311,vulnerable,61.537,three toed,Maned three toed sloth,3.099,5.497
7.927,vulnerable,63.342,three toed,Maned three toed sloth,3.927,6.159
6.287,vulnerable,65.616,three toed,Maned three toed sloth,3.811,6.772
8.765,vulnerable,62.441,three toed,Maned three toed sloth,3.432,5.018
7.351,vulnerable,64.213,three toed,Maned three toed sloth,6.192,6.435
8.476,vulnerable,64.199,three toed,Maned three toed sloth,6.5,6.792
7.388,vulnerable,64.488,three toed,Maned three toed sloth,4.138,7.592
7.917,vulnerable,62.841,three toed,Maned three toed sloth,3.719,3.464
7.348,vulnerable,63.949,three toed,Maned three toed sloth,5.032,5.857
7.791,vulnerable,64.5,three toed,Maned three toed sloth,5.24,6.936
8.369,vulnerable,62.3,three toed,Maned three toed sloth,7.913,3.458
9.381,vulnerable,63.362,three toed,Maned three toed sloth,3.729,4.147
8.307,vulnerable,63.43,three toed,Maned three toed sloth,5.897,4.254
8.707,vulnerable,62.264,three toed,Maned three toed sloth,4.842,6.371
7.616,vulnerable,62.627,three toed,Maned three toed sloth,6.011,4.145
5.945,vulnerable,62.459,three toed,Maned three toed sloth,6.983,5.623
7.826,vulnerable,64.114,three toed,Maned three toed sloth,4.159,6.122
8.19,vulnerable,62.389,three toed,Maned three toed sloth,5.791,5.065
7.921,vulnerable,63.351,three toed,Maned three toed sloth,4.295,5.994
6.813,vulnerable,64.038,three toed,Maned three toed sloth,6.835,5.075
7.676,vulnerable,62.983,three toed,Maned three toed sloth,5.04,4.426
8.0,vulnerable,62.919,three toed,Maned three toed sloth,5.071,6.17
7.71,vulnerable,63.064,three toed,Maned three toed sloth,4.406,5.179
7.48,vulnerable,63.287,three toed,Maned three toed sloth,5.623,4.294
6.966,vulnerable,64.902,three toed,Maned three toed sloth,5.003,7.184
8.703,vulnerable,62.469,three toed,Maned three toed sloth,4.593,5.594
7.116,vulnerable,62.741,three toed,Maned three toed sloth,4.801,5.451
6.785,vulnerable,63.306,three toed,Maned three toed sloth,3.868,3.388
7.453,vulnerable,63.092,three toed,Maned three toed sloth,5.303,3.974
8.212,vulnerable,64.133,three toed,Maned three toed sloth,5.504,5.891
5.488,vulnerable,63.099,three toed,Maned three toed sloth,3.512,4.109
7.419,vulnerable,62.912,three toed,Maned three toed sloth,3.351,6.955
7.699,vulnerable,63.444,three toed,Maned three toed sloth,4.97,5.904
9.088,vulnerable,63.658,three toed,Maned three toed sloth,3.326,5.669
8.477,vulnerable,62.916,three toed,Maned three toed sloth,5.815,6.009
8.391,vulnerable,62.634,three toed,Maned three toed sloth,4.612,6.015
6.198,vulnerable,64.11,three toed,Maned three toed sloth,5.086,3.799
7.718,vulnerable,62.934,three toed,Maned three toed sloth,4.733,4.332
8.314,vulnerable,64.239,three toed,Maned three toed sloth,3.934,6.053
6.097,vulnerable,63.449,three toed,Maned three toed sloth,5.317,5.699
6.503,vulnerable,63.394,three toed,Maned three toed sloth,5.51,4.85
6.214,vulnerable,63.353,three toed,Maned three toed sloth,2.726,5.019
9.169,vulnerable,65.45,three toed,Maned three toed sloth,6.511,5.061
6.155,vulnerable,62.674,three toed,Maned three toed sloth,5.864,7.115
7.736,vulnerable,64.415,three toed,Maned three toed sloth,4.432,5.221
8.779,vulnerable,61.617,three toed,Maned three toed sloth,4.856,7.096
8.396,vulnerable,64.366,three toed,Maned three toed sloth,3.416,4.656
7.712,vulnerable,63.229,three toed,Maned three toed sloth,5.836,5.667
9.075,vulnerable,64.947,three toed,Maned three toed sloth,7.812,4.525
5.338,vulnerable,65.084,three toed,Maned three toed sloth,4.592,4.967
9.043,vulnerable,64.195,three toed,Maned three toed sloth,4.797,7.411
8.065,vulnerable,62.567,three toed,Maned three toed sloth,5.031,5.441
6.633,vulnerable,63.243,three toed,Maned three toed sloth,5.241,4.545
7.099,vulnerable,64.41,three toed,Maned three toed sloth,4.163,5.076
4.953,vulnerable,62.571,three toed,Maned three toed sloth,4.681,6.14
7.692,vulnerable,62.97,three toed,Maned three toed sloth,3.306,6.198
6.808,vulnerable,63.928,three toed,Maned three toed sloth,4.646,6.212
8.712,vulnerable,64.634,three toed,Maned three toed sloth,4.04,5.821
7.642,vulnerable,61.896,three toed,Maned three toed sloth,4.679,4.975
7.653,vulnerable,64.144,three toed,Maned three toed sloth,4.633,5.534
8.978,vulnerable,62.958,three toed,Maned three toed sloth,3.872,6.741
7.364,vulnerable,65.089,three toed,Maned three toed sloth,5.079,5.327
10.161,vulnerable,64.398,three toed,Maned three toed sloth,6.665,6.14
7.848,vulnerable,64.122,three toed,Maned three toed sloth,4.182,4.78
7.056,vulnerable,65.17,three toed,Maned three toed sloth,4.884,4.802
7.331,vulnerable,61.621,three toed,Maned three toed sloth,4.452,6.378
9.428,vulnerable,61.877,three toed,Maned three toed sloth,5.315,7.341
7.829,vulnerable,63.5,three toed,Maned three toed sloth,4.38,5.309
7.039,vulnerable,66.259,three toed,Maned three toed sloth,5.016,5.944
8.24,vulnerable,65.275,three toed,Maned three toed sloth,5.731,5.608
8.175,vulnerable,63.26,three toed,Maned three toed sloth,4.261,5.936
5.898,vulnerable,62.54,three toed,Maned three toed sloth,4.809,5.938
8.96,vulnerable,63.388,three toed,Maned three toed sloth,5.811,4.642
7.566,vulnerable,62.725,three toed,Maned three toed sloth,5.544,5.995
7.826,vulnerable,63.109,three toed,Maned three toed sloth,4.463,4.66
8.249,vulnerable,64.049,three toed,Maned three toed sloth,4.155,4.837
8.057,vulnerable,63.641,three toed,Maned three toed sloth,4.603,4.893
7.642,vulnerable,64.816,three toed,Maned three toed sloth,5.72,6.373
7.699,vulnerable,62.964,three toed,Maned three toed sloth,5.389,5.801
6.275,vulnerable,62.741,three toed,Maned three toed sloth,5.257,6.976
7.765,vulnerable,62.348,three toed,Maned three toed sloth,4.054,6.619
8.18,vulnerable,64.87,three toed,Maned three toed sloth,6.055,5.227
6.845,vulnerable,62.313,three toed,Maned three toed sloth,6.167,6.336
7.082,vulnerable,63.471,three toed,Maned three toed sloth,5.378,6.121
7.214,vulnerable,64.289,three toed,Maned three toed sloth,4.867,4.847
7.373,vulnerable,62.033,three toed,Maned three toed sloth,5.908,4.958
8.38,vulnerable,63.395,three toed,Maned three toed sloth,5.392,6.264
7.745,vulnerable,63.548,three toed,Maned three toed sloth,2.906,6.475
8.382,vulnerable,63.883,three toed,Maned three toed sloth,4.592,6.586
8.497,vulnerable,64.121,three toed,Maned three toed sloth,4.184,7.092
6.321,vulnerable,62.941,three toed,Maned three toed sloth,4.434,5.629
6.003,vulnerable,62.353,three toed,Maned three toed sloth,6.059,4.686
7.089,vulnerable,62.946,three toed,Maned three toed sloth,4.687,7.184
7.705,vulnerable,62.102,three toed,Maned three toed sloth,5.224,6.325
6.672,vulnerable,63.358,three toed,Maned three toed sloth,4.388,4.527
7.426,vulnerable,63.578,three toed,Maned three toed sloth,4.212,7.585
6.741,vulnerable,64.585,three toed,Maned three toed sloth,5.658,5.521
7.932,vulnerable,63.237,three toed,Maned three toed sloth,5.685,5.939
6.943,vulnerable,64.138,three toed,Maned three toed sloth,5.052,5.232
7.08,vulnerable,62.374,three toed,Maned three toed sloth,4.806,4.247
7.925,vulnerable,62.855,three toed,Maned three toed sloth,4.407,4.25
5.358,vulnerable,62.863,three toed,Maned three toed sloth,5.563,4.586
5.696,vulnerable,63.699,three toed,Maned three toed sloth,2.851,5.63
7.47,vulnerable,64.132,three toed,Maned three toed sloth,7.274,6.824
7.152,vulnerable,62.864,three toed,Maned three toed sloth,3.912,4.643
5.718,vulnerable,65.337,three toed,Maned three toed sloth,4.963,6.715
6.704,vulnerable,62.882,three toed,Maned three toed sloth,4.23,5.938
6.245,vulnerable,64.431,three toed,Maned three toed sloth,4.529,5.11
6.95,vulnerable,64.529,three toed,Maned three toed sloth,4.784,5.503
6.359,vulnerable,63.483,three toed,Maned three toed sloth,4.706,4.906
7.867,vulnerable,63.36,three toed,Maned three toed sloth,4.294,5.513
8.764,vulnerable,63.56,three toed,Maned three toed sloth,4.922,4.65
5.261,vulnerable,64.332,three toed,Maned three toed sloth,5.186,6.709
6.095,vulnerable,61.782,three toed,Maned three toed sloth,4.399,5.658
7.228,vulnerable,62.931,three toed,Maned three toed sloth,3.523,5.763
7.946,vulnerable,63.902,three toed,Maned three toed sloth,5.276,7.264
6.585,vulnerable,62.853,three toed,Maned three toed sloth,4.505,6.629
8.131,least concern,50.091,three toed,Pale throated sloth,5.672,3.584
7.811,least concern,51.556,three toed,Pale throated sloth,4.755,5.939
8.52,least concern,52.16,three toed,Pale throated sloth,5.006,4.816
8.974,least concern,49.888,three toed,Pale throated sloth,5.698,5.526
6.993,least concern,49.759,three toed,Pale throated sloth,3.107,6.054
7.942,least concern,49.723,three toed,Pale throated sloth,5.245,5.159
6.067,least concern,49.136,three toed,Pale throated sloth,4.41,5.283
6.278,least concern,47.457,three toed,Pale throated sloth,4.788,3.488
8.778,least concern,50.139,three toed,Pale throated sloth,4.734,4.482
6.492,least concern,49.258,three toed,Pale throated sloth,2.098,3.954
8.789,least concern,49.19,three toed,Pale throated sloth,5.995,5.478
7.246,least concern,51.567,three toed,Pale throated sloth,6.686,4.753
7.107,least concern,50.505,three toed,Pale throated sloth,3.365,3.089
7.047,least concern,50.441,three toed,Pale throated sloth,3.289,6.5
6.305,least concern,49.585,three toed,Pale throated sloth,4.993,3.592
5.22,least concern,48.623,three toed,Pale throated sloth,6.329,2.172
9.332,least concern,50.895,three toed,Pale throated sloth,5.925,4.311
7.562,least concern,47.752,three toed,Pale throated sloth,4.558,4.977
7.981,least concern,48.638,three toed,Pale throated sloth,5.793,5.988
6.811,least concern,49.727,three toed,Pale throated sloth,4.533,4.027
7.829,least concern,50.853,three toed,Pale throated sloth,5.476,4.148
7.926,least concern,50.336,three toed,Pale throated sloth,5.555,5.27
7.434,least concern,50.444,three toed,Pale throated sloth,3.259,4.689
7.597,least concern,51.101,three toed,Pale throated sloth,5.628,4.946
9.559,least concern,49.271,three toed,Pale throated sloth,5.665,4.131
